chr	start	end	compartment	satellite	gene	Rloop_pos	RAD51_pos	RPA1A_pos	gH2AX_pos
Chr4	1829000	1830000	rDNA	0	0	1	0	0	0
Chr4	1831000	1832000	rDNA	0	0	0	0	0	1
Chr4	1836000	1837000	rDNA	0	0	0	0	0	1
Chr4	1837000	1838000	rDNA	0	0	0	0	0	0
Chr4	1839000	1840000	rDNA	0	0	1	0	0	0
Chr4	1840000	1841000	rDNA	0	0	1	0	0	0
Chr4	1841000	1842000	rDNA	0	0	1	0	0	0
Chr4	1847000	1848000	rDNA	0	0	0	0	0	0
Chr4	1849000	1850000	rDNA	0	0	0	0	0	0
Chr4	1850000	1851000	rDNA	0	0	1	1	0	0
Chr4	1852000	1853000	rDNA	0	0	0	0	0	0
Chr4	1854000	1855000	rDNA	0	0	0	0	0	1
Chr4	1857000	1858000	rDNA	0	0	1	0	0	0
Chr4	1860000	1861000	rDNA	0	0	0	0	0	0
Chr4	1861000	1862000	rDNA	0	0	1	0	0	0
Chr4	1862000	1863000	rDNA	0	0	1	0	0	0
Chr4	1867000	1868000	rDNA	0	0	0	1	0	0
Chr4	1868000	1869000	rDNA	0	0	1	0	0	0
Chr4	1870000	1871000	rDNA	0	0	0	1	1	1
Chr4	1871000	1872000	rDNA	0	0	1	0	0	0
Chr4	1878000	1879000	rDNA	0	0	1	0	0	0
Chr4	1880000	1881000	rDNA	0	0	1	0	0	0
Chr4	1881000	1882000	rDNA	0	0	1	1	1	0
Chr4	1883000	1884000	rDNA	0	0	0	1	1	0
Chr4	1885000	1886000	rDNA	0	0	0	1	0	0
Chr4	1888000	1889000	rDNA	0	0	0	0	0	0
Chr4	1889000	1890000	rDNA	0	0	0	0	0	0
Chr4	1891000	1892000	rDNA	0	0	0	1	1	0
Chr4	1892000	1893000	rDNA	0	0	1	0	0	0
Chr4	1893000	1894000	rDNA	0	0	0	1	0	0
Chr4	1894000	1895000	rDNA	0	0	1	0	0	0
Chr4	1895000	1896000	rDNA	0	0	1	1	1	0
Chr4	1896000	1897000	rDNA	0	0	0	1	0	1
Chr4	1899000	1900000	rDNA	0	0	1	0	0	0
Chr4	1901000	1902000	rDNA	0	0	1	0	0	0
Chr4	1902000	1903000	rDNA	0	0	1	1	1	0
Chr4	1909000	1910000	rDNA	0	0	1	0	0	0
Chr4	1911000	1912000	rDNA	0	0	0	0	1	0
Chr4	1912000	1913000	rDNA	0	0	1	0	0	0
Chr4	1913000	1914000	rDNA	0	0	1	0	0	0
Chr4	1914000	1915000	rDNA	0	0	1	1	1	0
Chr4	1919000	1920000	rDNA	0	0	0	1	1	0
Chr4	1920000	1921000	rDNA	0	0	0	1	0	0
Chr4	1922000	1923000	rDNA	0	0	0	1	0	1
Chr4	1923000	1924000	rDNA	0	0	1	0	0	0
Chr4	1925000	1926000	rDNA	0	0	1	1	0	1
Chr4	1927000	1928000	rDNA	0	0	0	0	0	1
Chr4	1930000	1931000	rDNA	0	0	1	0	0	0
Chr4	1933000	1934000	rDNA	0	0	0	0	0	0
Chr4	1935000	1936000	rDNA	0	0	1	1	0	0
Chr4	1937000	1938000	rDNA	0	0	0	1	1	0
Chr4	1940000	1941000	rDNA	0	0	0	1	0	0
Chr4	1941000	1942000	rDNA	0	0	1	0	0	0
Chr4	1943000	1944000	rDNA	0	0	1	0	0	0
Chr4	1944000	1945000	rDNA	0	0	1	1	1	0
Chr4	1946000	1947000	rDNA	0	0	1	0	0	0
Chr4	1948000	1949000	rDNA	0	0	0	0	0	1
Chr4	1951000	1952000	rDNA	0	0	1	0	0	0
Chr4	1952000	1953000	rDNA	0	0	0	0	0	0
Chr4	1953000	1954000	rDNA	0	0	0	0	0	0
Chr4	1955000	1956000	rDNA	0	0	1	0	0	0
Chr4	1956000	1957000	rDNA	0	0	1	0	0	0
Chr4	1960000	1961000	rDNA	0	0	0	1	0	0
Chr4	1961000	1962000	rDNA	0	0	0	1	1	0
Chr4	1963000	1964000	rDNA	0	0	0	0	0	0
Chr4	1964000	1965000	rDNA	0	0	1	0	0	0
Chr4	1966000	1967000	rDNA	0	0	1	1	1	0
Chr4	1967000	1968000	rDNA	0	0	1	0	0	0
Chr4	1968000	1969000	rDNA	0	0	0	0	0	0
Chr4	1969000	1970000	rDNA	0	0	1	1	1	1
Chr4	1974000	1975000	rDNA	0	0	1	0	0	0
Chr4	1975000	1976000	rDNA	0	0	0	0	0	0
Chr4	1976000	1977000	rDNA	0	0	1	0	0	1
Chr4	1977000	1978000	rDNA	0	0	1	0	0	0
Chr4	1979000	1980000	rDNA	0	0	1	0	0	0
Chr4	1981000	1982000	rDNA	0	0	0	0	0	0
Chr4	1984000	1985000	rDNA	0	0	1	0	0	0
Chr4	1985000	1986000	rDNA	0	0	1	0	0	0
Chr4	1987000	1988000	rDNA	0	0	1	0	1	0
Chr4	1988000	1989000	rDNA	0	0	1	0	0	0
Chr4	1989000	1990000	rDNA	0	0	1	0	1	0
Chr4	1991000	1992000	rDNA	0	0	1	0	1	1
Chr4	1992000	1993000	rDNA	0	0	0	1	1	0
Chr4	1995000	1996000	rDNA	0	0	1	0	0	0
Chr4	1997000	1998000	rDNA	0	0	1	1	0	0
Chr4	1998000	1999000	rDNA	0	0	1	0	0	0
Chr4	2000000	2001000	rDNA	0	0	0	0	0	0
Chr4	2005000	2006000	rDNA	0	0	1	0	0	1
Chr4	2008000	2009000	rDNA	0	0	1	0	0	0
Chr4	2015000	2016000	rDNA	0	0	0	0	0	1
Chr4	2016000	2017000	rDNA	0	0	1	1	1	0
Chr4	2017000	2018000	rDNA	0	0	0	0	0	0
Chr4	2018000	2019000	rDNA	0	0	0	1	1	0
Chr4	2019000	2020000	rDNA	0	0	0	1	0	0
Chr4	2021000	2022000	rDNA	0	0	1	1	0	0
Chr4	2023000	2024000	rDNA	0	0	0	0	0	0
Chr4	2026000	2027000	rDNA	0	0	1	0	0	0
Chr4	2028000	2029000	rDNA	0	0	1	1	1	0
Chr4	2029000	2030000	rDNA	0	0	1	1	1	0
Chr4	2031000	2032000	rDNA	0	0	0	1	1	0
Chr4	2036000	2037000	rDNA	0	0	0	1	0	1
Chr4	2039000	2040000	rDNA	0	0	1	0	0	0
Chr4	2040000	2041000	rDNA	0	0	1	1	1	0
Chr4	2041000	2042000	rDNA	0	0	1	1	1	1
Chr4	2047000	2048000	rDNA	0	0	1	0	0	1
Chr4	2048000	2049000	rDNA	0	0	0	0	0	1
Chr4	2049000	2050000	rDNA	0	0	1	0	0	0
Chr4	2050000	2051000	rDNA	0	0	1	0	0	0
Chr4	2052000	2053000	rDNA	0	0	1	0	1	1
Chr4	2054000	2055000	rDNA	0	0	0	0	0	1
Chr4	2057000	2058000	rDNA	0	0	1	0	0	0
Chr4	2060000	2061000	rDNA	0	0	1	0	0	0
Chr4	2061000	2062000	rDNA	0	0	0	0	0	0
Chr4	2062000	2063000	rDNA	0	0	0	0	0	0
Chr4	2067000	2068000	rDNA	0	0	0	0	0	1
Chr4	2068000	2069000	rDNA	0	0	1	0	0	1
Chr4	2069000	2070000	rDNA	0	0	0	0	0	0
Chr4	2070000	2071000	rDNA	0	0	1	0	0	0
Chr4	2071000	2072000	rDNA	0	0	1	0	0	0
Chr4	2078000	2079000	rDNA	0	0	1	1	0	1
Chr4	2080000	2081000	rDNA	0	0	1	0	0	0
Chr4	2081000	2082000	rDNA	0	0	1	0	1	0
Chr4	2083000	2084000	rDNA	0	0	0	0	0	0
Chr4	2088000	2089000	rDNA	0	0	0	0	0	0
Chr4	2089000	2090000	rDNA	0	0	0	0	0	1
Chr4	2091000	2092000	rDNA	0	0	0	1	0	0
Chr4	2092000	2093000	rDNA	0	0	1	0	0	0
Chr4	2093000	2094000	rDNA	0	0	0	0	0	0
Chr4	2095000	2096000	rDNA	0	0	1	0	0	0
Chr4	2096000	2097000	rDNA	0	0	0	1	1	0
Chr4	2099000	2100000	rDNA	0	0	1	0	0	1
Chr4	2100000	2101000	rDNA	0	0	0	0	0	0
Chr4	2102000	2103000	rDNA	0	0	1	0	0	0
Chr4	2103000	2104000	rDNA	0	0	1	0	0	0
Chr4	2105000	2106000	rDNA	0	0	1	0	0	0
Chr4	2110000	2111000	rDNA	0	0	1	0	1	1
Chr4	2112000	2113000	rDNA	0	0	1	0	0	0
Chr4	2113000	2114000	rDNA	0	0	1	0	1	0
Chr4	2115000	2116000	rDNA	0	0	0	1	1	1
Chr4	2117000	2118000	rDNA	0	0	0	0	0	0
Chr4	2120000	2121000	rDNA	0	0	0	0	0	1
Chr4	2121000	2122000	rDNA	0	0	0	0	0	0
Chr4	2123000	2124000	rDNA	0	0	1	0	0	0
Chr4	2124000	2125000	rDNA	0	0	0	1	0	0
Chr4	2125000	2126000	rDNA	0	0	0	0	0	1
Chr4	2127000	2128000	rDNA	0	0	0	0	0	0
Chr4	2131000	2132000	rDNA	0	0	1	0	0	0
Chr4	2132000	2133000	rDNA	0	0	0	0	0	0
Chr4	2133000	2134000	rDNA	0	0	0	0	0	1
Chr4	2134000	2135000	rDNA	0	0	1	1	1	0
Chr4	2136000	2137000	rDNA	0	0	0	0	0	1
Chr4	2138000	2139000	rDNA	0	0	0	0	0	0
Chr4	2141000	2142000	rDNA	0	0	1	0	0	1
Chr4	2144000	2145000	rDNA	0	0	1	1	1	0
Chr4	2145000	2146000	rDNA	0	0	1	1	0	0
Chr4	2146000	2147000	rDNA	0	0	1	0	0	0
Chr4	2151000	2152000	rDNA	0	0	0	0	0	0
Chr4	2152000	2153000	rDNA	0	0	1	0	0	0
Chr4	2154000	2155000	rDNA	0	0	1	0	0	0
Chr4	2155000	2156000	rDNA	0	0	1	0	0	0
Chr4	2157000	2158000	rDNA	0	0	1	1	1	1
Chr4	2159000	2160000	rDNA	0	0	0	1	1	0
Chr4	2162000	2163000	rDNA	0	0	1	0	0	0
Chr4	2163000	2164000	rDNA	0	0	0	0	0	0
Chr4	2164000	2165000	rDNA	0	0	1	0	0	0
Chr4	2165000	2166000	rDNA	0	0	1	1	1	0
Chr4	2167000	2168000	rDNA	0	0	0	0	1	1
Chr4	2172000	2173000	rDNA	0	0	0	0	0	1
Chr4	2173000	2174000	rDNA	0	0	1	0	0	0
Chr4	2175000	2176000	rDNA	0	0	0	0	0	0
Chr4	2176000	2177000	rDNA	0	0	0	0	0	0
Chr4	2177000	2178000	rDNA	0	0	0	1	0	0
Chr4	2183000	2184000	rDNA	0	0	0	0	0	0
Chr4	2184000	2185000	rDNA	0	0	0	0	0	0
Chr4	2185000	2186000	rDNA	0	0	1	0	0	0
Chr4	2186000	2187000	rDNA	0	0	1	0	0	0
Chr4	2193000	2194000	rDNA	0	0	1	0	0	0
Chr4	2196000	2197000	rDNA	0	0	1	0	0	0
Chr4	2197000	2198000	rDNA	0	0	0	0	0	0
Chr4	2198000	2199000	rDNA	0	0	1	0	1	0
Chr4	2203000	2204000	rDNA	0	0	0	0	0	0
Chr4	2204000	2205000	rDNA	0	0	1	0	0	1
Chr4	2206000	2207000	rDNA	0	0	1	0	0	0
Chr4	2207000	2208000	rDNA	0	0	1	0	0	0
Chr4	2209000	2210000	rDNA	0	0	1	1	1	0
Chr4	2214000	2215000	rDNA	0	0	1	0	0	1
Chr4	2215000	2216000	rDNA	0	0	0	0	0	0
Chr4	2216000	2217000	rDNA	0	0	0	0	1	0
Chr4	2217000	2218000	rDNA	0	0	1	0	0	0
Chr4	2219000	2220000	rDNA	0	0	0	0	0	0
Chr4	2221000	2222000	rDNA	0	0	0	0	0	0
Chr4	2222000	2223000	rDNA	0	0	0	0	0	0
Chr4	2224000	2225000	rDNA	0	0	0	0	0	0
Chr4	2225000	2226000	rDNA	0	0	1	0	0	1
Chr4	2227000	2228000	rDNA	0	0	0	0	0	1
Chr4	2228000	2229000	rDNA	0	0	1	0	0	1
Chr4	2229000	2230000	rDNA	0	0	0	0	0	0
Chr4	2230000	2231000	rDNA	0	0	1	0	1	1
Chr4	2232000	2233000	rDNA	0	0	0	0	0	0
Chr4	2235000	2236000	rDNA	0	0	1	0	0	0
Chr4	2237000	2238000	rDNA	0	0	1	0	0	0
Chr4	2238000	2239000	rDNA	0	0	1	0	1	0
Chr4	2240000	2241000	rDNA	0	0	0	0	1	0
Chr4	2242000	2243000	rDNA	0	0	0	1	0	0
Chr4	2245000	2246000	rDNA	0	0	1	1	0	0
Chr4	2248000	2249000	rDNA	0	0	1	1	1	0
Chr4	2249000	2250000	rDNA	0	0	1	0	0	0
Chr4	2250000	2251000	rDNA	0	0	0	1	0	0
Chr4	2252000	2253000	rDNA	0	0	0	0	0	0
Chr4	2253000	2254000	rDNA	0	0	0	0	0	1
Chr4	2255000	2256000	rDNA	0	0	0	0	0	0
Chr4	2256000	2257000	rDNA	0	0	1	0	0	1
Chr4	2257000	2258000	rDNA	0	0	0	1	1	0
Chr4	2258000	2259000	rDNA	0	0	0	0	1	0
Chr4	2259000	2260000	rDNA	0	0	1	0	0	0
Chr4	2263000	2264000	rDNA	0	0	0	1	1	0
Chr4	2266000	2267000	rDNA	0	0	1	0	0	0
Chr4	2269000	2270000	rDNA	0	0	1	0	0	0
Chr4	2271000	2272000	rDNA	0	0	1	1	1	1
Chr4	2276000	2277000	rDNA	0	0	0	0	0	0
Chr4	2277000	2278000	rDNA	0	0	1	0	0	0
Chr4	2278000	2279000	rDNA	0	0	0	0	0	0
Chr4	2279000	2280000	rDNA	0	0	0	1	1	0
Chr4	2280000	2281000	rDNA	0	0	1	0	0	0
Chr4	2281000	2282000	rDNA	0	0	0	0	0	0
Chr4	2282000	2283000	rDNA	0	0	1	0	0	0
Chr4	2283000	2284000	rDNA	0	0	1	1	1	0
Chr4	2284000	2285000	rDNA	0	0	0	0	0	0
Chr4	2287000	2288000	rDNA	0	0	1	0	0	0
Chr4	2289000	2290000	rDNA	0	0	0	0	0	0
Chr4	2290000	2291000	rDNA	0	0	1	0	0	0
Chr4	2292000	2293000	rDNA	0	0	0	0	0	0
Chr4	2297000	2298000	rDNA	0	0	0	1	1	0
Chr4	2300000	2301000	rDNA	0	0	0	1	1	0
Chr4	2301000	2302000	rDNA	0	0	1	0	0	0
Chr4	2302000	2303000	rDNA	0	0	0	0	0	0
Chr4	2308000	2309000	rDNA	0	0	1	0	0	1
Chr4	2310000	2311000	rDNA	0	0	0	1	1	1
Chr4	2311000	2312000	rDNA	0	0	0	0	1	0
Chr4	2318000	2319000	rDNA	0	0	1	0	0	1
Chr4	2319000	2320000	rDNA	0	0	0	0	0	0
Chr4	2321000	2322000	rDNA	0	0	0	0	1	0
Chr4	2323000	2324000	rDNA	0	0	1	0	0	0
Chr4	2328000	2329000	rDNA	0	0	0	0	1	0
Chr4	2329000	2330000	rDNA	0	0	1	0	0	0
Chr4	2331000	2332000	rDNA	0	0	0	0	0	1
Chr4	2332000	2333000	rDNA	0	0	1	0	0	0
Chr4	2333000	2334000	rDNA	0	0	0	0	0	0
Chr4	2334000	2335000	rDNA	0	0	1	0	1	0
Chr4	2337000	2338000	rDNA	0	0	0	1	1	0
Chr4	2339000	2340000	rDNA	0	0	1	0	0	0
Chr4	2341000	2342000	rDNA	0	0	1	0	0	0
Chr4	2342000	2343000	rDNA	0	0	1	0	1	1
Chr4	2349000	2350000	rDNA	0	0	0	0	0	1
Chr4	2351000	2352000	rDNA	0	0	0	0	0	0
Chr4	2352000	2353000	rDNA	0	0	0	1	0	0
Chr4	2353000	2354000	rDNA	0	0	0	1	1	0
Chr4	2354000	2355000	rDNA	0	0	1	0	1	0
Chr4	2358000	2359000	rDNA	0	0	0	1	1	0
Chr4	2359000	2360000	rDNA	0	0	0	1	1	0
Chr4	2360000	2361000	rDNA	0	0	1	0	0	0
Chr4	2362000	2363000	rDNA	0	0	1	0	0	0
Chr4	2363000	2364000	rDNA	0	0	1	0	0	0
Chr4	2365000	2366000	rDNA	0	0	1	0	1	1
Chr4	2366000	2367000	rDNA	0	0	1	0	0	0
Chr4	2367000	2368000	rDNA	0	0	0	0	1	0
Chr4	2370000	2371000	rDNA	0	0	1	0	0	1
Chr4	2371000	2372000	rDNA	0	0	0	0	0	0
Chr4	2372000	2373000	rDNA	0	0	0	0	0	0
Chr4	2373000	2374000	rDNA	0	0	1	0	1	0
Chr4	2375000	2376000	rDNA	0	0	0	0	0	0
Chr4	2376000	2377000	rDNA	0	0	1	1	0	0
Chr4	2377000	2378000	rDNA	0	0	0	1	0	0
Chr4	2378000	2379000	rDNA	0	0	0	1	1	0
Chr4	2380000	2381000	rDNA	0	0	0	1	0	0
Chr4	2381000	2382000	rDNA	0	0	0	0	0	0
Chr4	2382000	2383000	rDNA	0	0	0	0	0	1
Chr4	2383000	2384000	rDNA	0	0	0	0	0	0
Chr4	2384000	2385000	rDNA	0	0	0	0	1	0
Chr4	2385000	2386000	rDNA	0	0	1	1	1	0
Chr4	2387000	2388000	rDNA	0	0	1	0	0	0
Chr4	2388000	2389000	rDNA	0	0	0	1	1	0
Chr4	2391000	2392000	rDNA	0	0	1	0	0	0
Chr4	2392000	2393000	rDNA	0	0	0	0	1	0
Chr4	2393000	2394000	rDNA	0	0	0	1	0	0
Chr4	2394000	2395000	rDNA	0	0	1	0	0	0
Chr4	2397000	2398000	rDNA	0	0	1	0	0	0
Chr4	2398000	2399000	rDNA	0	0	0	0	1	0
Chr4	2399000	2400000	rDNA	0	0	0	1	1	0
Chr4	2400000	2401000	rDNA	0	0	0	1	1	0
Chr4	2401000	2402000	rDNA	0	0	1	0	0	1
Chr4	2404000	2405000	rDNA	0	0	1	0	1	0
Chr4	2411000	2412000	rDNA	0	0	0	0	0	1
Chr4	2412000	2413000	rDNA	0	0	1	0	0	0
Chr4	2414000	2415000	rDNA	0	0	1	0	0	0
Chr4	2415000	2416000	rDNA	0	0	1	0	0	0
Chr4	2417000	2418000	rDNA	0	0	1	0	0	0
Chr4	2418000	2419000	rDNA	0	0	1	0	0	0
Chr4	2419000	2420000	rDNA	0	0	0	0	0	0
Chr4	2420000	2421000	rDNA	0	0	0	1	1	1
Chr4	2421000	2422000	rDNA	0	0	0	1	1	0
Chr4	2422000	2423000	rDNA	0	0	0	0	0	1
Chr4	2423000	2424000	rDNA	0	0	0	0	0	0
Chr4	2425000	2426000	rDNA	0	0	1	0	0	0
Chr4	2428000	2429000	rDNA	0	0	1	1	1	0
Chr4	2429000	2430000	rDNA	0	0	0	1	0	0
Chr4	2430000	2431000	rDNA	0	0	0	1	1	0
Chr4	2432000	2433000	rDNA	0	0	0	0	0	0
Chr4	2433000	2434000	rDNA	0	0	0	0	1	0
Chr4	2434000	2435000	rDNA	0	0	0	0	0	0
Chr4	2435000	2436000	rDNA	0	0	0	1	0	0
Chr4	2436000	2437000	rDNA	0	0	1	0	0	0
Chr4	2437000	2438000	rDNA	0	0	1	0	0	1
Chr4	2439000	2440000	rDNA	0	0	1	0	0	0
Chr4	2443000	2444000	rDNA	0	0	1	0	0	0
Chr4	2445000	2446000	rDNA	0	0	0	0	0	0
Chr4	2446000	2447000	rDNA	0	0	1	0	0	0
Chr4	2448000	2449000	rDNA	0	0	0	1	0	0
Chr4	2449000	2450000	rDNA	0	0	1	0	0	1
Chr4	2450000	2451000	rDNA	0	0	0	0	0	0
Chr4	2451000	2452000	rDNA	0	0	0	1	0	1
Chr4	2453000	2454000	rDNA	0	0	1	0	0	1
Chr4	2456000	2457000	rDNA	0	0	0	0	0	0
Chr4	2457000	2458000	rDNA	0	0	1	1	0	0
Chr4	2458000	2459000	rDNA	0	0	1	1	1	0
Chr4	2460000	2461000	rDNA	0	0	0	0	0	0
Chr4	2463000	2464000	rDNA	0	0	0	0	0	0
Chr4	2464000	2465000	rDNA	0	0	0	0	0	0
Chr4	2465000	2466000	rDNA	0	0	0	0	0	0
Chr4	2466000	2467000	rDNA	0	0	0	0	1	0
Chr4	2467000	2468000	rDNA	0	0	1	0	0	0
Chr4	2469000	2470000	rDNA	0	0	0	1	1	0
Chr4	2470000	2471000	rDNA	0	0	1	0	0	0
Chr4	2471000	2472000	rDNA	0	0	0	1	1	0
Chr4	2474000	2475000	rDNA	0	0	1	0	0	0
Chr4	2477000	2478000	rDNA	0	0	1	0	0	0
Chr4	2478000	2479000	rDNA	0	0	1	0	0	0
Chr4	2479000	2480000	rDNA	0	0	1	0	0	0
Chr4	2481000	2482000	rDNA	0	0	0	0	0	0
Chr4	2482000	2483000	rDNA	0	0	0	0	0	0
Chr4	2483000	2484000	rDNA	0	0	0	0	0	0
Chr4	2484000	2485000	rDNA	0	0	0	0	0	0
Chr4	2485000	2486000	rDNA	0	0	0	0	0	0
Chr4	2486000	2487000	rDNA	0	0	0	0	0	1
Chr4	2487000	2488000	rDNA	0	0	0	1	1	0
Chr4	2488000	2489000	rDNA	0	0	1	0	0	0
Chr4	2489000	2490000	rDNA	0	0	0	0	0	1
Chr4	2490000	2491000	rDNA	0	0	1	0	0	0
Chr4	2491000	2492000	rDNA	0	0	1	0	1	0
Chr4	2492000	2493000	rDNA	0	0	0	0	0	1
Chr4	2493000	2494000	rDNA	0	0	0	0	1	0
Chr4	2495000	2496000	rDNA	0	0	1	0	0	1
Chr4	2497000	2498000	rDNA	0	0	1	0	0	0
Chr4	2498000	2499000	rDNA	0	0	1	0	0	0
Chr4	2500000	2501000	rDNA	0	0	1	0	0	0
Chr4	2502000	2503000	rDNA	0	0	0	0	0	0
Chr4	2505000	2506000	rDNA	0	0	1	0	0	0
Chr4	2508000	2509000	rDNA	0	0	1	0	0	1
Chr4	2509000	2510000	rDNA	0	0	0	0	0	1
Chr4	2516000	2517000	rDNA	0	0	1	0	0	1
Chr4	2518000	2519000	rDNA	0	0	1	0	0	1
Chr4	2519000	2520000	rDNA	0	0	1	0	0	1
Chr4	2521000	2522000	rDNA	0	0	0	1	1	1
Chr4	2526000	2527000	rDNA	0	0	1	1	1	1
Chr4	2529000	2530000	rDNA	0	0	1	1	1	0
Chr4	2530000	2531000	rDNA	0	0	1	0	0	0
Chr4	2531000	2532000	rDNA	0	0	0	0	0	1
Chr4	2532000	2533000	rDNA	0	0	1	0	1	0
Chr4	2533000	2534000	rDNA	0	0	0	1	1	0
Chr4	2534000	2535000	rDNA	0	0	0	1	1	0
Chr4	2536000	2537000	rDNA	0	0	0	0	0	0
Chr4	2539000	2540000	rDNA	0	0	1	0	0	0
Chr4	2540000	2541000	rDNA	0	0	1	0	0	0
Chr4	2541000	2542000	rDNA	0	0	0	0	0	0
Chr4	2543000	2544000	rDNA	0	0	0	0	0	0
Chr4	2544000	2545000	rDNA	0	0	0	0	0	0
Chr4	2546000	2547000	rDNA	0	0	0	0	1	0
Chr4	2547000	2548000	rDNA	0	0	1	0	0	0
Chr4	2549000	2550000	rDNA	0	0	1	0	0	1
Chr4	2550000	2551000	rDNA	0	0	1	1	0	0
Chr4	2552000	2553000	rDNA	0	0	0	1	0	0
Chr4	2553000	2554000	rDNA	0	0	1	0	0	0
Chr4	2554000	2555000	rDNA	0	0	0	1	1	0
Chr4	2555000	2556000	rDNA	0	0	0	1	1	1
Chr4	2557000	2558000	rDNA	0	0	1	0	0	1
Chr4	2560000	2561000	rDNA	0	0	1	0	1	0
Chr4	2562000	2563000	rDNA	0	0	0	1	0	1
Chr4	2564000	2565000	rDNA	0	0	0	0	0	0
Chr4	2567000	2568000	rDNA	0	0	0	1	1	1
Chr4	2568000	2569000	rDNA	0	0	1	0	0	0
Chr4	2570000	2571000	rDNA	0	0	0	0	0	0
Chr4	2571000	2572000	rDNA	0	0	1	0	1	0
Chr4	2573000	2574000	rDNA	0	0	1	1	1	0
Chr4	2578000	2579000	rDNA	0	0	1	0	0	0
Chr4	2580000	2581000	rDNA	0	0	0	1	1	0
Chr4	2581000	2582000	rDNA	0	0	1	0	0	0
Chr4	2585000	2586000	rDNA	0	0	0	0	1	1
Chr4	2588000	2589000	rDNA	0	0	1	0	0	0
Chr4	2589000	2590000	rDNA	0	0	1	0	0	1
Chr4	2591000	2592000	rDNA	0	0	1	0	0	0
Chr4	2592000	2593000	rDNA	0	0	1	0	0	0
Chr4	2593000	2594000	rDNA	0	0	1	0	0	0
Chr4	2594000	2595000	rDNA	0	0	1	0	0	0
Chr4	2595000	2596000	rDNA	0	0	0	0	0	0
Chr4	2596000	2597000	rDNA	0	0	0	1	0	0
Chr4	2599000	2600000	rDNA	0	0	1	0	0	0
Chr4	2600000	2601000	rDNA	0	0	0	0	1	0
Chr4	2601000	2602000	rDNA	0	0	0	0	0	0
Chr4	2602000	2603000	rDNA	0	0	1	0	0	0
Chr4	2604000	2605000	rDNA	0	0	1	0	0	1
Chr4	2606000	2607000	rDNA	0	0	0	0	0	1
Chr4	2609000	2610000	rDNA	0	0	1	0	0	1
Chr4	2610000	2611000	rDNA	0	0	0	0	0	1
Chr4	2612000	2613000	rDNA	0	0	0	0	0	0
Chr4	2619000	2620000	rDNA	0	0	0	0	0	0
Chr4	2620000	2621000	rDNA	0	0	0	0	0	0
Chr4	2622000	2623000	rDNA	0	0	0	1	1	0
Chr4	2623000	2624000	rDNA	0	0	1	1	0	0
Chr4	2625000	2626000	rDNA	0	0	1	0	0	1
Chr4	2630000	2631000	rDNA	0	0	1	0	0	0
Chr4	2631000	2632000	rDNA	0	0	1	0	0	0
Chr4	2632000	2633000	rDNA	0	0	0	0	0	0
Chr4	2633000	2634000	rDNA	0	0	1	1	1	0
Chr4	2635000	2636000	rDNA	0	0	0	0	0	0
Chr4	2637000	2638000	rDNA	0	0	0	0	1	1
Chr4	2640000	2641000	rDNA	0	0	0	0	0	0
Chr4	2641000	2642000	rDNA	0	0	0	0	0	1
Chr4	2643000	2644000	rDNA	0	0	0	0	0	0
Chr4	2644000	2645000	rDNA	0	0	1	0	0	0
Chr4	2645000	2646000	rDNA	0	0	0	0	0	0
Chr4	2651000	2652000	rDNA	0	0	0	0	0	1
Chr4	2653000	2654000	rDNA	0	0	0	0	1	0
Chr4	2654000	2655000	rDNA	0	0	1	0	0	0
Chr4	2656000	2657000	rDNA	0	0	1	0	0	0
Chr4	2658000	2659000	rDNA	0	0	0	0	0	0
Chr4	2661000	2662000	rDNA	0	0	1	0	0	1
Chr4	2663000	2664000	rDNA	0	0	0	0	0	0
Chr4	2664000	2665000	rDNA	0	0	0	1	0	0
Chr4	2665000	2666000	rDNA	0	0	1	0	0	0
Chr4	2666000	2667000	rDNA	0	0	0	0	0	0
Chr4	2671000	2672000	rDNA	0	0	0	1	0	0
Chr4	2672000	2673000	rDNA	0	0	0	0	0	1
Chr4	2673000	2674000	rDNA	0	0	0	0	0	0
Chr4	2674000	2675000	rDNA	0	0	0	0	0	1
Chr4	2675000	2676000	rDNA	0	0	1	1	0	0
Chr4	2682000	2683000	rDNA	0	0	0	1	1	1
Chr4	2685000	2686000	rDNA	0	0	0	1	1	0
Chr4	2687000	2688000	rDNA	0	0	0	1	1	0
Chr4	2692000	2693000	rDNA	0	0	0	0	1	0
Chr4	2693000	2694000	rDNA	0	0	0	0	0	0
Chr4	2695000	2696000	rDNA	0	0	0	0	0	0
Chr4	2696000	2697000	rDNA	0	0	0	0	0	1
Chr4	2701000	2702000	rDNA	0	0	0	1	1	1
Chr4	2703000	2704000	rDNA	0	0	0	0	0	1
Chr4	2704000	2705000	rDNA	0	0	0	0	0	0
Chr4	2705000	2706000	rDNA	0	0	0	0	0	0
Chr4	2706000	2707000	rDNA	0	0	0	1	1	0
Chr4	2712000	2713000	rDNA	0	0	0	0	0	0
Chr4	2713000	2714000	rDNA	0	0	0	0	0	0
Chr4	2716000	2717000	rDNA	0	0	0	0	0	0
Chr4	2717000	2718000	rDNA	0	0	0	0	0	0
Chr4	2718000	2719000	rDNA	0	0	0	0	0	0
Chr4	2721000	2722000	rDNA	0	0	0	1	1	1
Chr4	2723000	2724000	rDNA	0	0	0	0	0	0
