chr,start,end,b,fold,padj,cat
Chr4,2758000,2759000,1019,48.0522450322035,0,45S rDNA
Chr4,2759000,2760000,78,8.39105511676279,5.70778719970789e-43,45S rDNA
Chr4,2761000,2762000,61,6.19286009199322,8.01436532320671e-27,45S rDNA
Chr4,2767000,2768000,65,4.09410979295673,3.45724749027257e-19,45S rDNA
Chr4,2769000,2770000,123,9.94742160036228,1.93190683005253e-75,45S rDNA
Chr4,2777000,2778000,83,31.5009733017507,3.80097998897757e-90,45S rDNA
Chr4,2778000,2779000,84,7.19442369435254,2.43584843504415e-41,45S rDNA
Chr4,2781000,2782000,186,5.30563029291994,4.46586937334888e-70,45S rDNA
Chr4,2784000,2785000,96,12.1564762884605,1.26172726324221e-66,45S rDNA
Chr4,2785000,2786000,37,7.73222635532005,1.51825630369106e-19,45S rDNA
Chr4,2791000,2792000,4132,147.338950110235,0,45S rDNA
Chr4,2792000,2793000,70,4.78053481879273,2.8768466550525e-24,45S rDNA
Chr4,2798000,2799000,141,12.537631628451,2.93420864278597e-99,45S rDNA
Chr4,2799000,2800000,105,6.40207301109679,5.71863459412252e-47,45S rDNA
Chr4,2800000,2801000,554,10.9862701953418,0,45S rDNA
Chr4,2801000,2802000,3398,47.8754558738333,0,45S rDNA
Chr4,2803000,2804000,101,3.49380541795836,2.40920826818061e-24,45S rDNA
Chr4,2804000,2805000,144,5.74456182486482,1.71539525822316e-58,45S rDNA
Chr4,2806000,2807000,156,3.5906538450898,1.48628491259098e-38,45S rDNA
Chr4,2809000,2810000,459,13.6016435337319,0,45S rDNA
Chr4,2810000,2811000,237,5.59988984108502,1.31189424461366e-93,45S rDNA
Chr4,2811000,2812000,155,3.08354997522885,3.84226769171246e-31,45S rDNA
Chr4,2812000,2813000,4072,98.8268174641021,0,45S rDNA
Chr4,2814000,2815000,760,18.8787761455976,0,45S rDNA
Chr4,2815000,2816000,364,7.41451052253269,9.65309316877528e-181,45S rDNA
Chr4,2816000,2817000,582,16.1214176251249,0,45S rDNA
Chr4,2817000,2818000,423,10.2673900138666,9.44618312761069e-263,45S rDNA
Chr4,2819000,2820000,519,10.9847575691329,0,45S rDNA
Chr4,2820000,2821000,125,5.68690969422748,2.02211514833467e-50,45S rDNA
Chr4,2821000,2822000,265,5.1493275504251,1.00762724289127e-96,45S rDNA
Chr4,2822000,2823000,3626,70.6228562255927,0,45S rDNA
Chr4,2823000,2824000,366,5.74787579294507,1.61589153913045e-147,45S rDNA
Chr4,2825000,2826000,154,4.20299955106536,6.92536621088426e-46,45S rDNA
Chr4,2826000,2827000,481,11.3692027189086,1.11253692954394e-308,45S rDNA
Chr4,2827000,2828000,588,13.1382542074602,0,45S rDNA
Chr4,2828000,2829000,341,7.15606618307905,7.52985705717687e-165,45S rDNA
Chr4,2830000,2831000,726,16.4624113040745,0,45S rDNA
Chr4,2831000,2832000,284,6.30767241631527,3.31238080517131e-124,45S rDNA
Chr4,2832000,2833000,680,15.327329299189,0,45S rDNA
Chr4,2833000,2834000,4171,79.2523525060562,0,45S rDNA
Chr4,2835000,2836000,174,4.19902875896234,1.07967402379267e-51,45S rDNA
Chr4,2836000,2837000,314,6.19130528654487,4.17853549801406e-135,45S rDNA
Chr4,2837000,2838000,681,17.2110762865963,0,45S rDNA
Chr4,2838000,2839000,178,5.58032421858032,2.80807866305408e-70,45S rDNA
Chr4,2840000,2841000,649,17.0591581172788,0,45S rDNA
Chr4,2841000,2842000,156,4.23305870758893,7.69958705987466e-47,45S rDNA
Chr4,2842000,2843000,271,4.48905622747669,4.09182682502297e-86,45S rDNA
Chr4,2843000,2844000,5093,98.008230641933,0,45S rDNA
Chr4,2844000,2845000,208,3.94430589875647,2.21360187280029e-57,45S rDNA
Chr4,2845000,2846000,208,5.01680736414933,3.36903920068294e-74,45S rDNA
Chr4,2846000,2847000,267,5.58790776602351,3.76033760426994e-105,45S rDNA
Chr4,2847000,2848000,759,16.22306030818,0,45S rDNA
Chr4,2848000,2849000,612,12.6672116776281,0,45S rDNA
Chr4,2849000,2850000,405,9.36928557830038,3.61500921916801e-237,45S rDNA
Chr4,2850000,2851000,447,9.46186086777184,2.25073527130016e-263,45S rDNA
Chr4,2851000,2852000,869,25.1028801605775,0,45S rDNA
Chr4,2853000,2854000,4124,54.4487037717485,0,45S rDNA
Chr4,2854000,2855000,1358,23.5848426573883,0,45S rDNA
Chr4,2856000,2857000,145,3.39345204126012,2.39162894505413e-33,45S rDNA
Chr4,2857000,2858000,150,3.59214058987292,4.04637526670439e-37,45S rDNA
Chr4,2859000,2860000,232,5.27236015428066,1.06454710895195e-86,45S rDNA
Chr4,2860000,2861000,343,9.62968382054765,1.21650982514656e-204,45S rDNA
Chr4,2861000,2862000,899,20.4118593727417,0,45S rDNA
Chr4,2862000,2863000,211,4.84267057580514,1.11571672572994e-72,45S rDNA
Chr4,2863000,2864000,229,4.21226119740066,5.04516336813781e-68,45S rDNA
Chr4,2864000,2865000,4418,89.8600323572417,0,45S rDNA
Chr4,2865000,2866000,173,3.60686702582411,6.41860983171214e-43,45S rDNA
Chr4,2866000,2867000,335,7.79493951340314,1.00186089205778e-172,45S rDNA
Chr4,2867000,2868000,153,3.02976273372546,5.80935986783853e-30,45S rDNA
Chr4,2868000,2869000,213,5.31476529824882,2.90910345674512e-80,45S rDNA
Chr4,2869000,2870000,160,3.61661002823681,6.92855564169658e-40,45S rDNA
Chr4,2871000,2872000,570,12.4416836305149,0,45S rDNA
Chr4,2872000,2873000,362,10.3971182458879,9.09162370608174e-227,45S rDNA
Chr4,2873000,2874000,641,10.0418218278688,0,45S rDNA
Chr4,2874000,2875000,4244,78.4540310164339,0,45S rDNA
Chr4,2875000,2876000,1198,24.4213378182415,0,45S rDNA
Chr4,2876000,2877000,340,8.50805192396707,1.29808051208124e-186,45S rDNA
Chr4,2877000,2878000,169,3.35739347456946,3.3967414788905e-38,45S rDNA
Chr4,2878000,2879000,147,3.46557812349398,9.47824321633659e-35,45S rDNA
Chr4,2882000,2883000,850,17.0299398092816,0,45S rDNA
Chr4,2883000,2884000,326,6.91082611747569,2.07476846261376e-153,45S rDNA
Chr4,2884000,2885000,1207,16.5503767975638,0,45S rDNA
Chr4,2885000,2886000,4340,87.7653075676803,0,45S rDNA
Chr4,2886000,2887000,171,3.81061182966661,2.066201969078e-45,45S rDNA
Chr4,2887000,2888000,321,6.77006394617461,1.26818218169189e-148,45S rDNA
Chr4,2888000,2889000,152,3.65292590709907,2.0887154201707e-38,45S rDNA
Chr4,2889000,2890000,227,5.00036826041234,1.20645619399418e-80,45S rDNA
Chr4,2892000,2893000,761,16.3154528072734,0,45S rDNA
Chr4,2893000,2894000,176,5.30096983934148,2.69621527948509e-66,45S rDNA
Chr4,2895000,2896000,4911,98.7239551308357,0,45S rDNA
Chr4,2896000,2897000,209,3.54715255128832,1.33863899981796e-50,45S rDNA
Chr4,2899000,2900000,134,3.2049535666123,1.49109243981945e-28,45S rDNA
Chr4,2902000,2903000,421,9.39894384127358,5.11404803869799e-247,45S rDNA
Chr4,2903000,2904000,572,16.3406858157583,0,45S rDNA
Chr4,2905000,2906000,4430,74.7645708846227,0,45S rDNA
Chr4,2906000,2907000,2475,50.0808442457116,0,45S rDNA
Chr4,2907000,2908000,210,4.73530590346034,1.00832005230826e-70,45S rDNA
Chr4,2908000,2909000,392,7.49240267308501,4.10506998639874e-196,45S rDNA
Chr4,2909000,2910000,399,9.80370466143324,1.07918393873796e-240,45S rDNA
Chr4,2910000,2911000,633,14.9249612882163,0,45S rDNA
Chr4,2911000,2912000,156,3.80779165381506,1.86051732028911e-41,45S rDNA
Chr4,2913000,2914000,864,21.2983440384787,0,45S rDNA
Chr4,2914000,2915000,252,5.72232701827791,1.98313459481548e-101,45S rDNA
Chr4,2915000,2916000,195,3.39340118481802,1.36424129456772e-44,45S rDNA
Chr4,2916000,2917000,5564,121.019474694307,0,45S rDNA
Chr4,2917000,2918000,183,3.57468634054365,7.65110517938554e-45,45S rDNA
Chr4,2918000,2919000,350,7.87930834436685,7.59381535080404e-182,45S rDNA
Chr4,2919000,2920000,175,3.6571340869757,3.6120988548469e-44,45S rDNA
Chr4,2920000,2921000,235,5.99942140853892,1.22241636043246e-98,45S rDNA
Chr4,2921000,2922000,190,4.34823663538648,1.39798191212524e-58,45S rDNA
Chr4,2923000,2924000,520,10.6862065094748,0,45S rDNA
Chr4,2924000,2925000,375,9.45716927988209,5.07742343618731e-221,45S rDNA
Chr4,2926000,2927000,4957,70.0798785196151,0,45S rDNA
Chr4,2927000,2928000,1785,32.0430858052381,0,45S rDNA
Chr4,2928000,2929000,296,6.42034483067962,2.46312996571397e-131,45S rDNA
Chr4,2929000,2930000,309,6.47299449435549,5.43158201405135e-138,45S rDNA
Chr4,2930000,2931000,361,9.87267410205394,7.7196101855047e-219,45S rDNA
Chr4,2931000,2932000,452,11.2077396497107,2.75319290089092e-296,45S rDNA
Chr4,2932000,2933000,408,10.0718129841231,2.14308321735232e-250,45S rDNA
Chr4,2933000,2934000,254,6.02503555620833,6.10456499716132e-107,45S rDNA
Chr4,2934000,2935000,803,18.2819333606748,0,45S rDNA
Chr4,2935000,2936000,134,3.19122867178115,2.21558681032578e-28,45S rDNA
Chr4,2936000,2937000,459,9.02324270560615,5.42232167316686e-262,45S rDNA
Chr4,2937000,2938000,4227,84.6126803416581,0,45S rDNA
Chr4,2939000,2940000,175,4.55536920468433,9.29822639198335e-57,45S rDNA
Chr4,2940000,2941000,180,4.11796987745459,2.71776705034343e-52,45S rDNA
Chr4,2941000,2942000,315,7.13550805564709,5.18558940495855e-152,45S rDNA
Chr4,2942000,2943000,171,3.93319584992243,3.7354055609653e-47,45S rDNA
Chr4,2943000,2944000,169,3.59497771237037,9.05843108824143e-42,45S rDNA
Chr4,2944000,2945000,717,16.5383733721751,0,45S rDNA
Chr4,2945000,2946000,224,5.26909188440028,1.09435395944526e-83,45S rDNA
Chr4,2946000,2947000,230,3.86993762586749,5.95185861684907e-62,45S rDNA
Chr4,2947000,2948000,5099,92.7563344960795,0,45S rDNA
Chr4,2948000,2949000,352,7.01274684488064,1.74236844890107e-167,45S rDNA
Chr4,2949000,2950000,338,7.87939747088349,1.21074771794479e-175,45S rDNA
Chr4,2954000,2955000,280,5.51412072448982,6.61477151282659e-109,45S rDNA
Chr4,2955000,2956000,667,14.0599856004227,0,45S rDNA
Chr4,2956000,2957000,153,3.41843660933702,1.71497798010735e-35,45S rDNA
Chr4,2957000,2958000,3155,77.5062533655399,0,45S rDNA
Chr4,2958000,2959000,3303,71.5153953599799,0,45S rDNA
Chr4,2959000,2960000,198,4.18275718448514,1.83751365432452e-58,45S rDNA
Chr4,2960000,2961000,294,5.50808336603235,3.38741071124118e-114,45S rDNA
Chr4,2961000,2962000,197,4.86160713324993,3.55799774655858e-68,45S rDNA
Chr4,2962000,2963000,318,7.10855583993253,5.29671364901301e-153,45S rDNA
Chr4,2963000,2964000,162,3.5978389214981,4.12918466928046e-40,45S rDNA
Chr4,2964000,2965000,142,3.01502593915929,1.17361412941071e-27,45S rDNA
Chr4,2965000,2966000,690,16.1086069062041,0,45S rDNA
Chr4,2966000,2967000,158,4.06527581060818,2.51332474343273e-45,45S rDNA
Chr4,2968000,2969000,4106,80.622723048563,0,45S rDNA
Chr4,2970000,2971000,130,3.20678363157047,9.62613747319657e-28,45S rDNA
Chr4,2971000,2972000,175,3.86234643955762,3.26431156459378e-47,45S rDNA
Chr4,2972000,2973000,231,6.26775832625329,1.20808247459846e-100,45S rDNA
Chr4,2973000,2974000,232,4.81339517893523,2.38284925269705e-79,45S rDNA
Chr4,2975000,2976000,559,12.3530990232851,0,45S rDNA
Chr4,2976000,2977000,412,11.3472570060174,3.69637283996217e-272,45S rDNA
Chr4,2977000,2978000,205,3.06005097073477,1.72280773661669e-40,45S rDNA
Chr4,2978000,2979000,4081,56.1605880520524,0,45S rDNA
Chr4,2979000,2980000,1393,26.1332842284298,0,45S rDNA
Chr4,2980000,2981000,254,5.78611823341848,3.08553014623821e-103,45S rDNA
Chr4,2981000,2982000,281,5.63581980104579,1.77519205155019e-111,45S rDNA
Chr4,2982000,2983000,177,4.02839180253264,3.69692446870636e-50,45S rDNA
Chr4,2983000,2984000,166,3.79790032950654,6.29187893120829e-44,45S rDNA
Chr4,2986000,2987000,822,16.5019822928784,0,45S rDNA
Chr4,2987000,2988000,296,5.93815148927029,6.18478231846848e-123,45S rDNA
Chr4,2988000,2989000,468,8.40799761598899,2.01810756166063e-254,45S rDNA
Chr4,2989000,2990000,4679,78.8937560423512,0,45S rDNA
Chr4,2991000,2992000,154,3.91208009222687,2.83957723478608e-42,45S rDNA
Chr4,2993000,2994000,270,6.54492451827191,8.88285191138126e-122,45S rDNA
Chr4,2994000,2995000,167,4.02597733785568,2.46630161369423e-47,45S rDNA
Chr4,2996000,2997000,755,17.9782915850212,0,45S rDNA
Chr4,2997000,2998000,248,5.73724153930493,4.6155122635691e-100,45S rDNA
Chr4,2998000,2999000,214,3.56254958750831,4.42608843544838e-52,45S rDNA
Chr4,2999000,3000000,5932,115.345578804387,0,45S rDNA
Chr4,3000000,3001000,628,10.7440468683872,0,45S rDNA
Chr4,3001000,3002000,351,7.62612090458842,4.93743988304796e-178,45S rDNA
Chr4,3002000,3003000,186,3.28939235995394,8.32156195322864e-41,45S rDNA
Chr4,3003000,3004000,267,6.24133641073979,8.58130311904948e-116,45S rDNA
Chr4,3004000,3005000,282,6.93020993345789,4.13972773812376e-133,45S rDNA
Chr4,3005000,3006000,210,5.09481501016392,4.94163369789224e-76,45S rDNA
Chr4,3006000,3007000,149,3.84259865547624,4.59280918693654e-40,45S rDNA
Chr4,3007000,3008000,1130,26.2949061230209,0,45S rDNA
Chr4,3008000,3009000,284,5.54651830657164,4.83373288287042e-111,45S rDNA
Chr4,3009000,3010000,2655,41.7529733604081,0,45S rDNA
Chr4,3010000,3011000,7109,136.750977346772,0,45S rDNA
Chr4,3011000,3012000,227,4.18817131460304,5.26436582710305e-67,45S rDNA
Chr4,3012000,3013000,347,8.14516158984965,1.15345514672808e-184,45S rDNA
Chr4,3013000,3014000,163,3.56235150119755,7.56229370273044e-40,45S rDNA
Chr4,3014000,3015000,256,6.52098785319034,3.67414548419289e-115,45S rDNA
Chr4,3015000,3016000,254,5.9091627557258,3.68768040707899e-105,45S rDNA
Chr4,3017000,3018000,482,10.427073207416,3.39824589182646e-302,45S rDNA
Chr4,3018000,3019000,427,11.1469866618691,4.97184368387176e-279,45S rDNA
Chr4,3019000,3020000,249,4.16112606427549,6.88778966624763e-73,45S rDNA
Chr4,3020000,3021000,4333,89.365935009571,0,45S rDNA
Chr4,3021000,3022000,1460,29.6009797517193,0,45S rDNA
Chr4,3022000,3023000,286,6.67612232244121,4.93195795544832e-131,45S rDNA
Chr4,3023000,3024000,241,4.84448762478194,6.25170559838339e-83,45S rDNA
Chr4,3024000,3025000,232,5.71477782579335,2.47066580624217e-93,45S rDNA
Chr4,3025000,3026000,184,4.36226683321777,5.91631047323056e-57,45S rDNA
Chr4,3028000,3029000,881,18.637706406656,0,45S rDNA
Chr4,3029000,3030000,219,3.93221804338591,3.72002557117442e-60,45S rDNA
Chr4,3030000,3031000,545,7.56500541060759,2.74219789938993e-274,45S rDNA
Chr4,3031000,3032000,4677,94.204397447669,0,45S rDNA
Chr4,3032000,3033000,195,3.97853594198613,2.16889155850885e-54,45S rDNA
Chr4,3033000,3034000,308,6.61363290756474,5.55755102011856e-140,45S rDNA
Chr4,3035000,3036000,149,4.53103871230531,3.62669100432507e-48,45S rDNA
Chr4,3036000,3037000,156,3.71185014791908,3.45898528973394e-40,45S rDNA
Chr4,3037000,3038000,137,3.29243979784587,2.75275857224333e-30,45S rDNA
Chr4,3038000,3039000,743,15.2439088824102,0,45S rDNA
Chr4,3041000,3042000,3943,73.7995010775887,0,45S rDNA
Chr4,3042000,3043000,1407,27.586345138375,0,45S rDNA
Chr4,3043000,3044000,190,4.35620408684848,1.06946499156725e-58,45S rDNA
Chr4,3044000,3045000,267,5.01326383960431,5.90607449800395e-95,45S rDNA
Chr4,3045000,3046000,172,4.33550376412974,6.17873244878092e-53,45S rDNA
Chr4,3046000,3047000,225,6.12779798626124,3.34208750952324e-96,45S rDNA
Chr4,3047000,3048000,145,3.55838262894823,1.77518299926339e-35,45S rDNA
Chr4,3049000,3050000,808,18.4083289731405,0,45S rDNA
Chr4,3050000,3051000,252,4.50877127276886,1.66344993853321e-80,45S rDNA
Chr4,3051000,3052000,407,5.92167160845659,2.68577423062156e-168,45S rDNA
Chr4,3052000,3053000,6702,132.676119391295,0,45S rDNA
Chr4,3053000,3054000,228,4.25168115719385,1.96139253910537e-68,45S rDNA
Chr4,3054000,3055000,434,10.3604190654031,4.26444501274189e-271,45S rDNA
Chr4,3055000,3056000,260,5.85254237774363,1.00806387556181e-106,45S rDNA
Chr4,3056000,3057000,611,13.8704391635085,0,45S rDNA
Chr4,3057000,3058000,402,11.7507944937925,3.85271839678208e-271,45S rDNA
Chr4,3059000,3060000,631,14.2076637643247,0,45S rDNA
Chr4,3060000,3061000,291,9.12717733711342,1.05248895541186e-167,45S rDNA
Chr4,3062000,3063000,5566,99.3247311490775,0,45S rDNA
Chr4,3063000,3064000,1053,22.1465146786417,0,45S rDNA
Chr4,3064000,3065000,316,6.99782336869471,3.37296359892998e-150,45S rDNA
Chr4,3065000,3066000,189,3.80168513186832,5.71818935047559e-50,45S rDNA
Chr4,3066000,3067000,237,6.59639463694056,1.12346832613064e-107,45S rDNA
Chr4,3067000,3068000,232,5.13083201095117,1.74190569985429e-84,45S rDNA
Chr4,3068000,3069000,166,3.7186446048279,8.20911053978148e-43,45S rDNA
Chr4,3070000,3071000,716,12.1334526591263,0,45S rDNA
Chr4,3071000,3072000,226,4.17472273167392,1.79099386861843e-66,45S rDNA
Chr4,3072000,3073000,1305,23.4485343190304,0,45S rDNA
Chr4,3073000,3074000,5492,100.881660066493,0,45S rDNA
Chr4,3074000,3075000,177,3.57846488169436,1.86677650563675e-43,45S rDNA
Chr4,3075000,3076000,337,6.46865421966173,2.45669181795602e-150,45S rDNA
Chr4,3076000,3077000,138,3.12957314282177,2.08596810168561e-28,45S rDNA
Chr4,3077000,3078000,189,4.57507673266252,1.63497571839745e-61,45S rDNA
Chr4,3080000,3081000,745,12.7560801207877,0,45S rDNA
Chr4,3082000,3083000,2662,45.1852678067578,0,45S rDNA
Chr4,3083000,3084000,3043,74.4897708978911,0,45S rDNA
Chr4,3084000,3085000,176,3.34874990706166,1.31369581472488e-39,45S rDNA
Chr4,3085000,3086000,357,7.02324992763558,4.74612336184711e-170,45S rDNA
Chr4,3086000,3087000,177,3.89125882512254,3.60997538556439e-48,45S rDNA
Chr4,3087000,3088000,222,4.99548579188262,8.2276233978499e-79,45S rDNA
Chr4,3090000,3091000,855,19.3273509161209,0,45S rDNA
Chr4,3091000,3092000,196,4.57257890807137,1.0041888204496e-63,45S rDNA
Chr4,3093000,3094000,8214,130.181995910707,0,45S rDNA
Chr4,3096000,3097000,280,6.55670522079227,1.92926913969023e-126,45S rDNA
Chr4,3097000,3098000,819,19.9144243042574,0,45S rDNA
Chr4,3098000,3099000,230,5.06394510517808,1.03630138982005e-82,45S rDNA
Chr4,3099000,3100000,143,3.27000360356465,2.75674582875504e-31,45S rDNA
Chr4,3100000,3101000,518,11.5349112816365,0,45S rDNA
Chr4,3101000,3102000,455,10.451112418356,1.00405632658621e-285,45S rDNA
Chr4,3103000,3104000,5437,91.7402532470754,0,45S rDNA
Chr4,3104000,3105000,2127,36.262419126149,0,45S rDNA
Chr4,3107000,3108000,199,5.45345175638098,7.53180144065612e-77,45S rDNA
Chr4,3108000,3109000,267,6.6859194108544,1.57145257615647e-122,45S rDNA
Chr4,3109000,3110000,177,3.79661954154158,9.06647872915845e-47,45S rDNA
Chr4,3110000,3111000,111,3.01320929426303,9.5475759720696e-22,45S rDNA
Chr4,3111000,3112000,903,20.2875522269838,0,45S rDNA
Chr4,3112000,3113000,263,4.52657477770621,2.46196179608004e-84,45S rDNA
Chr4,3113000,3114000,448,7.33034874392233,2.49524045247725e-220,45S rDNA
Chr4,3114000,3115000,7410,165.865003283551,0,45S rDNA
Chr4,3115000,3116000,231,4.63254080038665,5.51321898636196e-76,45S rDNA
Chr4,3116000,3117000,331,7.11170333739196,2.82617507383045e-159,45S rDNA
Chr4,3117000,3118000,161,3.13667934886814,3.94452894455246e-33,45S rDNA
Chr4,3118000,3119000,249,5.42942768066443,1.42280391491286e-95,45S rDNA
Chr4,3119000,3120000,131,3.35462495813527,9.78813792780133e-30,45S rDNA
Chr4,3121000,3122000,715,15.1203557352955,0,45S rDNA
Chr4,3122000,3123000,246,6.68381412002357,6.28354877808193e-113,45S rDNA
Chr4,3123000,3124000,201,3.99232062542709,2.88215344760715e-56,45S rDNA
Chr4,3124000,3125000,7135,135.519287313438,0,45S rDNA
Chr4,3125000,3126000,919,15.9702798833958,0,45S rDNA
Chr4,3126000,3127000,340,8.54221866319867,3.9017205538137e-187,45S rDNA
Chr4,3128000,3129000,228,5.26513050390832,4.15926683583896e-85,45S rDNA
Chr4,3129000,3130000,230,4.74656765708528,1.44077753505495e-77,45S rDNA
Chr4,3132000,3133000,827,22.1509168854248,0,45S rDNA
Chr4,3133000,3134000,245,4.47042311105706,1.3848387656281e-77,45S rDNA
Chr4,3134000,3135000,2446,44.8519889970396,0,45S rDNA
Chr4,3135000,3136000,5648,110.704985334766,0,45S rDNA
Chr4,3136000,3137000,162,3.17128375455604,7.3610798262631e-34,45S rDNA
Chr4,3137000,3138000,357,7.38119414319772,1.11383019683985e-176,45S rDNA
Chr4,3138000,3139000,146,4.1439692997569,7.36591004968429e-43,45S rDNA
Chr4,3139000,3140000,242,5.50274024281803,4.6404333009904e-94,45S rDNA
Chr4,3142000,3143000,803,13.9049587862383,0,45S rDNA
Chr4,3143000,3144000,324,3.67592870427798,1.27308503800265e-81,45S rDNA
Chr4,3144000,3145000,2402,47.9470690701583,0,45S rDNA
Chr4,3145000,3146000,2487,53.6561556757991,0,45S rDNA
Chr4,3147000,3148000,309,6.05751856867128,1.61305960069601e-130,45S rDNA
Chr4,3148000,3149000,179,4.70321575283543,5.54949269027009e-60,45S rDNA
Chr4,3149000,3150000,284,6.04254839902926,8.95746282395588e-120,45S rDNA
Chr4,3152000,3153000,832,17.7966812441355,0,45S rDNA
Chr4,3153000,3154000,472,10.4432037696055,3.14617927951405e-296,45S rDNA
Chr4,3154000,3155000,697,11.3470845542819,0,45S rDNA
Chr4,3155000,3156000,8158,135.213814230235,0,45S rDNA
Chr4,3157000,3158000,158,4.01649559803724,1.0541465160807e-44,45S rDNA
Chr4,3158000,3159000,284,5.83122497930012,3.98255681761466e-116,45S rDNA
Chr4,3159000,3160000,792,21.9596924519718,0,45S rDNA
Chr4,3162000,3163000,468,7.3909064789598,1.43536036528934e-231,45S rDNA
Chr4,3163000,3164000,436,11.3023512145222,2.81182885691241e-287,45S rDNA
Chr4,3165000,3166000,5631,85.6932299599722,0,45S rDNA
Chr4,3166000,3167000,2213,41.5596789195317,0,45S rDNA
Chr4,3167000,3168000,148,3.40065320711425,4.04619959660524e-34,45S rDNA
Chr4,3168000,3169000,221,4.39785648044372,7.53087546508398e-69,45S rDNA
Chr4,3169000,3170000,156,3.46189737234286,8.79939755408025e-37,45S rDNA
Chr4,3170000,3171000,172,3.99382262196711,2.79930931762812e-48,45S rDNA
Chr4,3173000,3174000,832,18.5147599738216,0,45S rDNA
Chr4,3174000,3175000,277,5.91972089864825,8.71380020081606e-115,45S rDNA
Chr4,3175000,3176000,467,8.24283178002184,2.41946383726442e-250,45S rDNA
Chr4,3176000,3177000,7439,143.651067901179,0,45S rDNA
Chr4,3177000,3178000,202,3.42413934320037,1.00845662811308e-46,45S rDNA
Chr4,3178000,3179000,366,7.59275898745803,5.3715976854137e-185,45S rDNA
Chr4,3179000,3180000,163,3.75414678478231,1.51969872909798e-42,45S rDNA
Chr4,3180000,3181000,249,6.63299717251286,1.35404628949816e-113,45S rDNA
Chr4,3181000,3182000,199,4.43580602418763,1.19713071437468e-62,45S rDNA
Chr4,3182000,3183000,129,3.38813433715321,1.10144900375255e-29,45S rDNA
Chr4,3183000,3184000,703,15.3665229959095,0,45S rDNA
Chr4,3184000,3185000,289,6.29032061372513,4.35342441013601e-126,45S rDNA
Chr4,3186000,3187000,6966,146.415424166648,0,45S rDNA
Chr4,3187000,3188000,996,17.0043202149048,0,45S rDNA
Chr4,3188000,3189000,363,8.50577185180676,3.85361949013986e-199,45S rDNA
Chr4,3189000,3190000,184,3.55348114340495,9.65245543333381e-45,45S rDNA
Chr4,3190000,3191000,204,4.74566600634663,7.06269118525966e-69,45S rDNA
Chr4,3191000,3192000,207,3.98593897828661,8.16041493336428e-58,45S rDNA
Chr4,3194000,3195000,826,18.6161011247588,0,45S rDNA
Chr4,3195000,3196000,296,5.86382176797673,1.36487275249816e-121,45S rDNA
Chr4,3196000,3197000,2082,43.8666069457973,0,45S rDNA
Chr4,3197000,3198000,5125,102.398711625486,0,45S rDNA
Chr4,3198000,3199000,222,4.34987395061215,2.42090812473424e-68,45S rDNA
Chr4,3199000,3200000,482,10.1458678370341,4.93918667630288e-297,45S rDNA
Chr4,3200000,3201000,379,8.69196932285312,4.99193438324982e-211,45S rDNA
Chr4,3201000,3202000,784,20.473272497027,0,45S rDNA
Chr4,3202000,3203000,253,5.85798856479763,5.89160013503231e-104,45S rDNA
Chr4,3204000,3205000,876,17.7767903030776,0,45S rDNA
Chr4,3205000,3206000,185,4.72324991927349,3.09903532597758e-62,45S rDNA
Chr4,3207000,3208000,5387,109.36348489913,0,45S rDNA
Chr4,3208000,3209000,229,4.61485237027618,4.90231918485365e-75,45S rDNA
Chr4,3209000,3210000,335,7.49150065046866,1.03732358585518e-167,45S rDNA
Chr4,3210000,3211000,145,3.15347189038723,3.8650729783297e-30,45S rDNA
Chr4,3211000,3212000,199,4.58038535367225,8.38246545440518e-65,45S rDNA
Chr4,3212000,3213000,201,4.25848941679373,1.56814804716737e-60,45S rDNA
Chr4,3214000,3215000,519,12.8938166962125,0,45S rDNA
Chr4,3215000,3216000,462,13.3093473804619,0,45S rDNA
Chr4,3216000,3217000,226,3.75233413218461,1.17668219786698e-58,45S rDNA
Chr4,3217000,3218000,5189,112.035375194975,0,45S rDNA
Chr4,3218000,3219000,2222,39.556177738,0,45S rDNA
Chr4,3220000,3221000,194,4.47069720424326,1.31979144251659e-61,45S rDNA
Chr4,3221000,3222000,435,11.2190475311921,2.38987304107908e-285,45S rDNA
Chr4,3222000,3223000,647,16.1067736710399,0,45S rDNA
Chr4,3223000,3224000,179,4.76925105519424,7.75258136110167e-61,45S rDNA
Chr4,3225000,3226000,834,16.4040322289372,0,45S rDNA
Chr4,3227000,3228000,620,5.63041077330349,1.10365581336628e-244,45S rDNA
Chr4,3228000,3229000,8349,157.124105860336,0,45S rDNA
Chr4,3229000,3230000,271,5.037579718225,8.04778948355472e-97,45S rDNA
Chr4,3230000,3231000,345,8.89958500993126,2.65263896329403e-195,45S rDNA
Chr4,3231000,3232000,163,3.35816011594754,7.0721931716643e-37,45S rDNA
Chr4,3232000,3233000,246,5.50429553991547,1.26025140892559e-95,45S rDNA
Chr4,3233000,3234000,247,5.61483891362203,9.29364330341722e-98,45S rDNA
Chr4,3234000,3235000,132,3.0802097897986,1.39046652513623e-26,45S rDNA
Chr4,3235000,3236000,521,11.8582566830581,0,45S rDNA
Chr4,3236000,3237000,495,11.4163901380582,0,45S rDNA
Chr4,3238000,3239000,6090,90.9974990075237,0,45S rDNA
Chr4,3239000,3240000,3312,57.4632915257764,0,45S rDNA
